Statement,Label
sonia gandhi asks cwc to relieve her from congress chief post rahul accuses dissidents of colluding with bjp,1
mehbooba mufti s daughter wants her mother s name changed in passport,1
even after recovery respiratory complications haunt covid patients study,1
security agencies recover suicide vest explosives from house of suspected isis terrorist,1
year old up girl married off to rapist given triple talaq,1
precious moments pm modi feeds peacock at home shares video,1
government must listen to students ke mann ki baat about neet jee exams rahul gandhi,1
illegally printed ncert books of worth rs crores confiscated,1
coronavirus crisis anxiety depression are normal reactions by people in abnormal situation,1
don t put any restrictions on inter state movement of goods people centre to states,1
tablighi jamaat attendees made scapegoats says bombay hc quashes firs against foreign nationals,1
biggest day spike of nearly k cases india s coronavirus tally reaches death toll at,1
india s covid tally goes past l toll nears k,1
us indian national arrested in million h b visa fraud case,1
suspected isis operative with ieds arrested in delhi after shootout had planned lone wolf attack,1
kerala congress faction to keep away from udf s no trust motion,1
rs bypoll on sept for seat left vacant after amar singh s death,1
strict coronavirus lockdown in kolkata violations reported in some districts of west bengal,1
bihar assembly elections congress to focus on voters who pressed nota during last time,1
modi government is committed to take financial inclusion to last mile dharmendra pradhan,1
sc allows opening of three jain temples in mumbai for remaining days of paryushan period,1
arrested for breaking gates of temple at an event in koppal district of karnataka,1
cbi begins probe in sushant singh rajput death case questions actor s staff member,1
bsf trooper shoots himself in j k s kupwara district,1
india s covid tally crosses l mark toll nears k,1
railways sticks to zero fatality claim as niti aayog doubts data,1
new delhi municipal council wins cleanest capital city award,1
facebook controversy bjp mp writes to ls speaker seeking removal of shashi tharoor as it panel chief,1
delhi government allows serving of liquor at restaurants hotel rooms bars to remain closed,1
daily night curfew weekend lockdown till august in punjab cm amarinder singh,1
contempt case sc rejects prashant bhushan s plea to defer hearing on sentence gives days to reconsider tweets,1
strength inspiration to crores of youngsters pm modi s warm letter of appreciation for ms dhoni,1
slight improvement in pranab mukherjee s situation continues to be on ventilator hospital,1
manmohan singh wanted to step down make rahul pm congress leader,1
terrorists killed in jk s handwara,1
centre withdraws paramilitary force personnel from j k,1
china increases troop deployment near lipulekh pass,1
facebook row shashi tharoor gives breach of privilege notice against bjp s nishikant dubey for disparaging remarks,1
doctor hangs self after killing husband children in maharashtra s nagpur police,1
sc orders cbi probe into sushant singh rajput case says fir registered at patna was correct,1
nia arrests year old doctor from bengaluru for alleged isis links,1
new cases recoveries in hrs,1
t gana guv bats for more tests,1
u khand bjp mla faces allegation of sexually exploiting a woman,1
madhya pradesh govt jobs only for state residents making necessary legal provisions cm shivraj singh chouhan,1
fir against facebook executive who alleged threat to life for inciting religious sentiments,1
governor of goa satya pal malik transferred to meghalaya third shift in two years,1
blow to nefarious designs of rahul gandhi his band of rent a cause activists jp nadda on sc s verdict,1
top let operative among terrorists killed in j k gunfight,1
rakesh asthana new bsf chief kaumudi spl secy internal security,1
hiring in india picks up during april june linkedin,1
as shaheen bagh activists join bjp aap alleges protest to be scripted,1
bjp stooge diverting attention from facebook controversy congress reaction on sanjay jha s claim,1
crpf soldiers spo killed as terrorists attack patrol party in j k s baramulla,1
we prohibit content that incites violence facebook on report claiming it ignored hate speeches of bjp leaders,1
india s coronavirus cases cross lakh mark death toll at recovery rate improves to,1
congress meets sachin pilot s demands sacks rajasthan in charge avinash pandey forms member panel,1
g mobile internet service restored in j k s udhampur ganderbal,1
announcement of project dolphin by pm narendra modi brings joy to wildlife lovers experts,1
police arrests two people in connection with bulandshahr topper s death case,1
vaishno devi pilgrimage reopens today after remaining suspended for months,1
girl in kanpur alleges police of asking her to dance before filing fir,1
pranab mukherjee is much better responding to treatment son abhijit mukherjee,1
over fresh covid cases in last hours in india tally reaches at lakh,1
k taka reports highest single day spike of covid cases,1
b luru riots due to failure of intelligence cops congress,1
delhi gave the model to world chief minister arvind kejriwal,1
pm modi shares mcai s new rendition of national song vande mataram,1
heads of nations including nepal greet india on i day netanyahu says you have so much to be proud of,1
country is now fighting another war for freedom from covid uddhav thackeray,1
coronavirus vaccines currently under trials in india mass production soon pm modi,1
health id for every indian pm modi launches national digital health mission on th independence day,1
let s pledge to uphold safeguard values of our nation ys jagan mohan reddy greets nation on i day,1
violation of comic proportion pilots association as air india sacks pilots overnight some even flying,1
arvind kejriwal to address party volunteers across nation on independence day,1
manish sisodia attends valedictory session of leadership for excellence in education program conducted by iima,1
my message to armed forces rajnath singh greets nation on eve of th independence day,1
